y_true,y_pred
48.71228974548372,49.58276042786544
95.95857312561313,92.96849962095446
78.02350322853522,78.94111099389025
67.089995704157,47.21430655814808
30.793528516279792,28.596809637904673
30.791550667568615,34.362676382686075
22.762856197792356,37.54179664520752
89.02644395354469,83.84374177080821
67.29143096294312,59.206494934011246
76.06195137927574,71.04438094343037
19.6879285322558,28.84194970927654
97.53260787728354,100.82011897388038
86.26029654563459,80.9626945079642
35.41180707561864,40.5444814067522
32.90964731098225,33.880422804462654
33.03916980798157,42.725619713310465
42.94786392268209,35.92733298390856
61.030027393843504,57.75340592786582
53.419491528653495,49.49840999733192
41.88078949623944,27.24564001491825
68.17193736723512,71.13314013788087
29.438496573467432,32.04904929526633
41.95586117988789,42.0069957463125
48.04167115008272,45.69579981633125
55.39773870579695,41.244031285292806
82.38442883422711,78.17797560657351
34.3732501369855,30.9461049717178
60.16722394991615,52.144451257699956
66.57799464668747,64.96513753002738
21.808933843039814,25.849442411185198
67.81867785591794,86.68053686802324
31.982978142357908,33.7287562706763
23.33423062479292,25.909734532020565
95.80861405477333,95.06415489711166
97.18182671211386,77.99411455912345
84.28858254554981,84.02344379105764
42.9783290722164,43.58063117162666
26.009113348523478,50.64153447337634
74.10710817399686,72.18349852618564
54.09250448664731,57.10797790998343
28.007135257271862,27.66001756021943
58.60450662912415,46.91772625292883
20.81985873144791,32.248086876598116
92.56427297046012,100.08360329732787
39.21995849120139,47.13027796163186
72.32682731702653,63.232952769079134
43.5603082393317,57.58825134869269
60.645577736580485,46.62706710865768
62.83024290614893,68.69881384415163
33.15806535309322,55.06262161119301
97.5059394766938,87.60057622538692
81.56089151561139,75.89791421958367
95.03891320826351,96.03542685913992
91.37584273506721,86.34108619390521
67.02779826250898,51.521163951847655
93.59368727189558,94.27931701995585
25.2563851682574,14.63334803099635
34.070594718369904,38.80651902472172
21.708637690664123,12.514395348326092
44.67708712258768,60.176431172763074
49.87153775453753,42.039004831175156
40.25062060545946,37.0300054434027
85.95647575045821,94.09164792415491
47.25377278887432,34.94512962453477
41.036629794365226,43.31122914040652
62.501078818976374,75.57250636180066
29.555786447930537,13.480954102318261
83.78015242183125,85.62649100715429
24.113152781741206,26.71198072422544
98.92472880124242,106.74295751901553
81.3240710823259,68.95456397354508
34.29468588580214,21.090119754959375
18.452813604135397,23.672229260304373
84.8678371332964,87.83768386562826
75.9623021955046,78.46723069896338
77.77858777936096,81.24306987433071
81.24416842824755,74.44392121246264
24.07166144219541,26.394198413805444
47.39418974063035,50.32491447361716
27.501262881060637,20.357748700796957
88.77448092179867,107.43222603324624
69.11044639985974,73.84877560897762
45.13363803791724,33.22060306589075
23.21178472345394,29.777320809792236
43.5005503806843,33.75373367841109
44.66503240619326,52.53587844361778
77.82770662372126,89.4136624137953
70.27971265112748,62.07288946761038
90.75144489125877,100.385206183702
56.721623863279845,60.849433132644826
27.80672816694074,36.02732976688564
76.48607255228559,95.45400237882507
80.38437398658559,77.93049282655689
64.02473020069868,56.48736855712379
81.219308756274,72.32416446001878
58.49123890188004,50.333136052225655
60.864092009323514,60.09307491518247
53.05836350540107,56.46988325356751
20.084368393015804,22.851276386315995
26.847097013450963,35.1189295038112
